%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-628.0808,-13.690979,0
892.61707,573.62036,0
95.019775,-982.1403,1
-796.0049,514.10486,0
-491.55634,224.44495,0
-634.49243,-321.30414,0
381.84827,999.85254,0
-37.164185,553.70044,0
-323.4843,914.21313,0
628.03125,634.8551,0
10.316162,714.8124,0
-926.9216,-251.12,0
-524.5984,-643.10803,1
54.956543,816.068,0
-187.64441,986.6271,0
882.36597,152.84583,1
610.536,-269.90344,1
-103.44446,-248.86414,1
-317.1338,-613.7919,1
-6.549988,621.7384,0
-945.6562,-321.81793,0
701.5414,-748.15607,1
107.05359,587.3346,0
-410.2221,502.17578,0
340.4851,-525.455,1
851.94434,-142.84534,1
-65.5282,188.92932,0
-201.2019,-158.13416,0
843.0852,-830.1127,1
686.48804,-367.49695,1
501.33118,667.8259,0
-180.4513,-587.64966,1
392.51257,-359.495,1
189.03076,-136.74316,1
702.6371,626.094,0
41.090454,332.94727,0
79.26697,-49.336914,0
-281.3692,681.4049,0
115.71887,996.9806,0
878.34705,-415.04944,1
-402.45856,-56.87964,0
-242.19812,164.53503,0
-223.28662,373.53308,0
-448.0854,205.15173,0
980.0176,-528.134,1
155.51868,946.1647,0
711.5654,123.965454,1
538.40466,-552.2551,1
75.460815,191.13062,0
-158.46423,876.48645,0
823.1067,457.82996,0
-82.11951,703.67896,0
-379.325,314.73413,0
488.5835,772.59094,0
-764.2235,-892.944,1
344.95117,-533.4826,1
258.37964,-740.16724,1
99.00098,797.23096,0
-300.45258,785.9221,0
-129.9143,133.87024,0
352.57336,-410.87073,1
992.3712,-494.8139,1
-845.3841,94.01843,0
337.70947,933.45935,0
-47.05597,165.60535,0
-829.281,96.29419,0
58.423706,-973.7336,1
-412.35602,762.8804,0
759.8905,933.8429,0
537.8351,914.2095,0
-423.43048,754.0563,0
186.45605,232.12256,0
441.71643,241.99414,0
-50.71106,-270.049,1
-760.82434,-158.4347,0
-84.72528,-302.08813,1
155.5592,118.463135,0
-430.30804,-150.69696,0
-835.7289,-438.68127,0
-259.35815,-421.0647,1
623.61755,-582.6377,1
-486.22522,583.1321,0
-550.2467,-526.94293,1
-505.04364,741.0137,0
616.239,-753.1946,1
247.84021,-880.3211,1
-164.5083,929.97107,0
-6.923523,-758.71857,1
193.43054,-405.8994,1
728.1548,-662.10645,1
-762.8639,676.36755,0
811.6415,220.4397,1
-443.64624,561.90454,0
752.84106,-399.12976,1
-746.8096,-799.17175,1
-542.3251,232.14087,0
860.36865,129.40198,1
503.83398,68.44885,1
246.91626,-991.07544,1
153.03442,-201.42804,1
841.1881,852.5707,0
755.4623,568.04407,0
-895.3716,479.55054,0
961.2665,481.29407,0
605.70374,417.59778,0
-273.78088,562.7627,0
271.94324,-531.0646,1
483.43237,-743.5946,1
-560.9511,-538.4937,1
-949.71655,-744.1233,1
169.54504,-673.5984,1
-150.53369,-516.913,1
-20.541687,574.057,0
-154.64496,370.70764,0
-409.96906,485.92603,0
231.62732,254.59485,0
612.4885,894.9867,0
353.365,644.9918,0
-822.6031,-702.4297,1
606.60986,420.76086,0
-563.83923,-779.353,1
-869.37476,-421.21643,0
-409.27136,262.84302,0
992.87195,71.065186,1
648.58997,-965.897,1
263.97888,474.9613,0
453.6587,338.05273,0
889.7488,767.3424,0
709.661,-627.2416,1
-410.4864,-688.6005,1
691.1527,469.71875,0
-855.09265,315.18372,0
128.3153,-52.433533,0
-609.5979,483.8673,0
-644.8126,26.09851,0
-23.289001,363.09814,0
-772.9892,-572.10944,1
-449.57062,958.71765,0
540.8821,288.89722,0
378.05286,-381.50494,1
734.9165,306.0769,0
-360.2271,874.4286,0
494.64807,-330.78064,1
628.2212,-30.449951,1
561.4053,255.80103,0
909.59424,-868.9397,1
-484.08453,-188.17444,0
139.35986,-697.98193,1
601.40784,398.25256,0
-327.9912,-993.3115,1
-245.99689,251.75952,0
-635.91437,-699.94586,1
-75.81238,-609.7827,1
41.991943,-660.121,1
501.69153,-212.59613,1
990.8262,-979.8936,1
-802.8973,748.12305,0
517.78784,-682.7355,1
-912.93665,-765.97046,1
153.43872,-473.05804,1
-304.08472,-677.8905,1
-623.6194,-594.71387,1
-34.82831,721.90125,0
-118.32538,-619.12976,1
753.2107,-665.816,1
360.59192,-534.8374,1
-888.8983,-796.9988,1
519.0514,-734.7761,1
-3.5097656,894.5283,0
634.3673,-409.85046,1
-684.0155,330.4325,0
334.693,543.16174,0
-772.5013,410.01538,0
-517.18713,-295.8485,0
487.5293,-625.43317,1
-944.2963,-967.14453,1
-705.6498,799.0028,0
733.54565,460.74878,0
-443.36646,339.9973,0
546.6365,-209.87805,1
-191.9859,-73.53894,0
375.92065,481.70154,0
-908.3652,947.3595,0
-637.38196,-812.4344,1
54.723633,173.50256,0
-645.30493,-526.0053,1
221.7677,-355.91724,1
402.69397,-920.7093,1
-44.12976,555.37195,0
14.694824,-735.5153,1
-28.614624,-691.8639,1
-610.04376,340.24817,0
426.9458,-698.0388,1
-826.9568,-708.78876,1
-393.48706,808.82776,0
405.01514,-430.72083,1
987.0946,-685.0889,1
-704.4828,-409.56244,0
-904.70996,88.72424,0
-800.62146,-755.0842,1
970.8391,-584.6372,1
-246.40948,818.47925,0
-716.1316,930.7499,0
-484.69897,123.00476,0
-806.46014,796.4209,0
638.72876,-652.6129,1
-110.6734,74.529175,0
138.66504,-834.7853,1
-577.8456,594.3911,0
110.49768,-26.456299,0
-88.83722,-153.9649,0
911.4568,787.4883,0
-497.14386,992.85425,0
755.04736,-721.7615,1
-437.0699,-35.39447,0
430.39978,-282.49493,1
497.07556,773.6406,0
930.53503,-820.7174,1
-674.4248,691.3899,0
658.30725,250.21387,0
677.5276,728.76587,0
-423.95105,712.7257,0
224.04419,-16.709839,0
174.7174,-809.4992,1
-264.21387,847.39087,0
-539.4048,583.7389,0
-71.282776,-183.54419,1
292.37415,272.0515,0
-947.0302,-308.1311,0
348.71118,-474.27576,1
-216.76532,-656.6017,1
766.11255,341.47388,0
385.09924,876.9425,0
59.267212,6.7147217,0
360.27795,-952.214,1
320.7173,96.741455,0
-185.3089,66.15161,0
-105.98102,-677.8733,1
-353.13385,560.98157,0
-275.68933,669.02014,0
320.14905,399.51648,0
-587.5259,612.92773,0
460.73193,-695.61444,1
-366.1631,-163.0578,0
814.51526,766.55786,0
29.633545,848.28125,0
199.34033,-378.35132,1
-60.79712,162.38794,0
5.1452026,-161.2846,1
-586.82733,-688.2686,1
523.109,564.81323,0
-167.36096,-163.16003,0
-74.13287,-724.7704,1
-843.3773,629.99133,0
-925.60223,998.44934,0
329.84216,-472.63043,1
493.18994,16.54718,1
705.1156,883.39526,0
-166.17401,-814.15436,1
-530.53674,-988.6789,1
938.1211,79.312744,1
-989.7451,-162.9209,0
-784.5187,521.3192,0
917.50244,-111.24579,1
465.15723,767.01196,0
-109.32434,831.95044,0
-497.4168,-427.2951,1
-796.8267,-838.2929,1
990.0112,710.3241,0
-425.14532,374.5111,0
-274.83746,-901.911,1
-687.1998,969.3446,0
-692.3649,-348.74915,0
-597.2659,-35.404358,0
581.3209,-799.1522,1
868.30945,268.05164,1
542.1051,385.08142,0
-837.2783,-799.9142,1
503.63037,287.0547,0
-383.12128,745.53577,0
-770.07086,-225.74304,0
-959.371,-302.3333,0
472.23938,-10.682129,1
-541.6953,-241.99915,0
888.33875,248.1969,1
657.1111,-131.3158,1
-323.7574,721.1112,0
736.65454,-420.54468,1
-579.8695,-296.8501,0
170.16858,-910.83167,1
624.8821,-974.3397,1
-977.2388,752.21533,0
206.6156,216.13171,0
810.13916,383.44775,0
-885.87366,-172.33179,0
-759.75543,487.0121,0
-412.2951,597.86804,0
522.2803,-357.60168,1
-521.20776,286.35547,0
-851.5341,-577.18604,1
359.57983,-208.66956,1
919.9192,-265.1931,1
869.7471,-73.55829,1
-539.61694,778.2871,0
48.272095,-431.04645,1
956.1599,-154.92664,1
-663.5762,509.62805,0
967.77124,-733.1815,1
-327.34796,210.68286,0
262.3789,692.30444,0
359.8573,-46.424988,1
532.01843,-944.25806,1
457.78564,446.2511,0
-408.78693,-908.1531,1
-661.9396,-140.10315,0
-811.4505,60.110107,0
736.63184,478.10693,0
920.3136,459.81348,0
148.18262,-333.21045,1
900.3008,-51.00952,1
729.30383,711.00793,0
-181.5708,424.66492,0
12.013062,-784.64526,1
-188.19739,278.3484,0
676.45496,-772.6583,1
-824.619,-790.0901,1
-608.6083,18.683105,0
355.437,-335.42017,1
303.354,-452.76367,1
-102.509155,951.9852,0
140.08911,22.758362,0
-938.5718,-587.2445,0
91.21118,712.5242,0
670.02747,617.3804,0
-361.28094,-851.7543,1
-576.8667,-486.36035,1
-667.68176,233.62,0
-611.7692,-316.93365,0
-860.7543,-597.7742,1
-330.80817,-576.45386,1
445.5631,938.37744,0
-641.5224,244.29382,0
-954.35175,-151.06158,0
-205.90106,541.09314,0
-471.11578,-738.01587,1
-128.8476,-286.17938,1
357.3047,-771.4037,1
698.7633,-205.07947,1
-374.774,-983.0389,1
-753.21594,776.63416,0
1.6586914,-486.66577,1
792.6133,256.43115,0
-321.4433,-817.67395,1
957.01184,-235.77228,1
282.73035,189.35266,0
-91.1861,-808.3806,1
656.5127,750.9844,0
-78.057434,-887.50366,1
-827.9651,-445.67828,0
884.1554,466.04883,0
816.2324,174.41052,1
585.46313,67.31238,1
668.47034,-180.89423,1
-344.82166,717.0419,0
589.9387,-556.31866,1
870.0679,301.84473,0
953.7379,-697.12854,1
-777.90405,-792.85583,1
66.837524,-654.0746,1
612.7661,-390.31635,1
569.85767,-489.3573,1
-667.9231,-227.07477,0
547.8905,935.249,0
-416.3681,-662.1664,1
-654.6603,-617.63586,1
233.45142,-216.8205,1
150.0271,757.20215,0
688.5558,-276.36304,1
-703.423,-497.4641,1
-647.59863,-479.41193,1
-63.642883,-134.15198,0
457.766,-200.3092,1
-768.9809,-440.51788,0
243.70068,-99.09418,1
-451.05273,-827.50354,1
-578.3246,-969.1811,1
-721.30853,843.3158,0
-332.9369,943.7351,0
-179.2768,165.1654,0
-524.3761,347.1632,0
78.62134,71.66272,0
-859.3346,-91.05127,0
343.06018,537.8329,0
-164.9289,737.454,0
-153.26611,-667.7942,1
-176.59607,512.82495,0
465.62476,768.5403,0
-317.19147,66.52527,0
-948.2202,-568.8855,0
77.45093,-862.04254,1
705.03064,185.41187,1
109.74939,-718.8657,1
925.8589,436.4193,0
-437.33093,451.00073,0
38.86853,-440.3487,1
450.86047,-331.8501,1
536.0996,-294.604,1
214.45093,-657.6835,1
-938.3232,-235.42151,0
617.79785,-670.8285,1
-355.94116,185.02026,0
956.5426,601.58167,0
-520.58826,539.76807,0
-470.19055,-464.35876,1
-920.5956,274.55652,0
-499.58496,243.41956,0
918.98157,-100.64545,1
244.4668,128.51172,0
854.4413,-960.6558,1
-917.2536,897.1196,0
529.4064,-776.43665,1
889.78784,-373.4687,1
746.0458,-935.1599,1
492.5769,174.5055,0
-648.83276,-427.46716,0
999.3146,207.21179,1
571.56946,-260.01526,1
239.69958,-569.9843,1
-69.69507,-738.5113,1
-648.29315,224.53735,0
-114.725586,258.95117,0
215.84741,827.05786,0
153.8335,-763.6666,1
-83.584656,-572.5199,1
-678.1352,130.33984,0
700.2427,-875.2991,1
783.0288,-711.28723,1
-993.00397,543.38354,0
313.6742,-517.11646,1
-938.93207,-901.23413,1
661.15625,649.6233,0
-756.37103,-609.7228,1
408.07312,-43.277893,1
-995.5772,11.378906,0
72.1991,-999.3785,1
426.4037,182.18347,0
-88.34094,-530.68823,1
-277.67175,-956.9513,1
-772.84955,441.69824,0
-79.06671,-808.5186,1
87.79126,645.03076,0
791.3419,101.33093,1
-645.56934,-545.11884,1
-342.13904,432.38672,0
-365.96814,-802.4562,1
-826.6548,920.1416,0
370.9945,402.62646,0
-652.18054,-470.38477,1
666.0582,-946.0129,1
-829.9328,-136.21674,0
-389.31262,600.06396,0
13.408325,436.2865,0
-65.39404,-489.9618,1
682.9048,349.74475,0
586.41736,-499.84384,1
439.7494,165.13538,0
-497.9921,204.9314,0
-370.3952,-695.66174,1
-737.2992,-969.164,1
-354.81598,-802.90924,1
-395.11047,205.48206,0
869.36707,565.2355,0
-184.85138,623.18384,0
973.6754,-268.71533,1
929.58435,-11.817261,1
487.93494,644.96606,0
353.45154,969.7075,0
-89.524414,440.55542,0
26.831787,-391.5677,1
794.23206,769.4409,0
-415.56946,-948.2132,1
222.62341,896.5062,0
92.319336,845.9618,0
-119.88989,-394.43945,1
-108.2879,-524.6538,1
-474.16663,-671.81934,1
-160.36768,-384.4806,1
94.769775,-408.0246,1
808.5925,-346.18292,1
-120.66235,-121.57904,0
-307.8269,-568.1245,1
285.41602,287.05603,0
-639.3468,877.45264,0
-489.75308,21.968018,0
-979.3873,-781.78674,1
-844.28766,648.13916,0
254.68872,-191.9419,1
268.9879,-690.6329,1
652.437,-753.03595,1
-406.40552,656.1089,0
-609.4878,-561.802,1
-82.61609,-899.2575,1
-619.8497,-497.8478,1
320.0078,-800.6205,1
672.1975,-946.0559,1
850.9396,-546.49805,1
-305.30133,-747.6887,1
-289.8708,-368.66144,1
595.324,-759.775,1
-643.1088,-171.9649,0
470.67517,-876.9664,1
-861.3625,915.31506,0
-413.2165,467.8418,0
9.586914,775.4667,0
829.87036,-541.7832,1
-299.40625,771.13416,0
-426.28558,301.21033,0
304.75854,271.52893,0
-90.27081,-740.932,1
659.495,-262.6781,1
-241.87714,765.8944,0
-865.7529,860.6135,0
-236.72137,489.9308,0
474.0625,-436.9787,1
-926.2436,-85.00934,0
-797.25476,274.06738,0
-882.9131,-960.00543,1
-244.67157,-156.31714,0
301.78992,133.42908,0
-11.881592,686.79456,0
213.8175,129.95142,0
5.583191,-685.4075,1
-678.1119,219.25049,0
346.8684,276.22485,0
-534.0594,452.66052,0
490.7445,716.2986,0
-524.7931,780.92505,0
366.29993,-752.2853,1
-852.836,-163.11493,0
97.71338,646.0001,0
-484.10565,989.7722,0
564.9546,990.4403,0
-151.85358,-276.8382,1
-471.72412,308.96143,0
127.65674,-773.4537,1
-957.1261,-472.15387,0
-76.9444,240.86792,0
-318.88208,-415.98895,1
481.94946,661.24976,0
-316.74646,926.7129,0
573.51,-682.8076,1
814.35706,-694.76447,1
-992.9484,828.90454,0
356.63074,615.55176,0
-345.77002,-742.3753,1
-504.2762,574.6637,0
-217.88586,769.8601,0
-836.725,-432.91895,0
859.2815,-450.3606,1
-425.4021,904.3707,0
-11.620544,447.88953,0
693.83154,-673.3498,1
261.97424,195.25317,0
267.55188,-548.7809,1
240.72363,-391.661,1
-642.6765,900.07935,0
668.92615,-598.96063,1
-626.05896,-574.0155,1
-728.98944,-293.31372,0
500.86963,257.04968,0
13.551819,223.46362,0
-908.33655,-907.15326,1
-429.09137,14.62915,0
-864.09375,-289.70648,0
898.5979,-573.2585,1
210.48242,975.5458,0
