%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 3000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
371.063,792.6316,1
-860.7779,494.28528,1
-603.29126,296.89673,1
958.29114,-750.4682,0
-346.95807,-243.41418,1
824.84656,8.317261,1
-2.8098145,-600.0882,0
-340.9662,-161.00928,1
-556.7068,530.02405,1
-57.532043,949.2976,1
-960.7269,490.9989,1
456.9187,659.954,1
-181.59625,977.1388,1
942.5552,999.1494,1
523.4968,362.3999,1
397.9756,-341.7271,0
990.97095,-380.65393,0
-535.0437,722.9844,1
834.025,352.10095,1
624.0552,-669.9131,0
378.59106,485.35547,1
-227.09381,-800.5252,0
-317.30658,231.55981,1
-832.7507,-148.23071,1
-90.70508,101.00879,1
675.4376,-753.92426,0
-675.33606,-75.38928,1
-169.62885,-441.3725,1
-241.25159,-873.2971,0
-741.49207,871.90784,1
490.9983,-184.64148,1
723.8063,-344.8285,0
-785.4726,-349.79187,1
245.15454,91.1134,1
-16.53711,902.8734,1
529.05005,539.7616,1
-137.21979,-357.3061,1
-695.01013,729.49927,1
-623.1229,560.5012,1
-940.7599,-373.55145,1
792.5907,585.77576,1
-866.64795,-642.7224,1
774.3187,157.59961,1
-812.9994,-953.1809,0
13.353699,777.3943,1
-379.58142,-19.281311,1
60.498047,-698.48584,0
-290.0935,114.65796,1
780.4757,-675.65906,0
-69.39935,-374.4737,1
598.6134,-42.394287,1
-776.11633,-63.75879,1
24.713623,329.24072,1
812.527,444.75037,1
816.00037,205.14233,1
-425.14447,49.069702,1
580.46313,-720.1941,0
-40.068848,484.04688,1
-376.11176,-113.1322,1
-41.050293,-528.13983,0
-591.68994,148.17285,1
-256.2444,-262.89948,1
116.574585,910.0592,1
-758.4238,-951.39856,0
507.1571,208.13354,1
-864.21735,624.0199,1
495.3313,-543.11316,0
565.6903,469.4917,1
-288.7622,78.07666,1
144.1073,525.5187,1
-337.64447,-138.11224,1
819.5531,-148.43213,0
-932.6687,997.4475,1
-419.23712,505.6964,1
-569.9241,414.36682,1
34.301147,261.8396,1
987.48926,-155.45837,0
-518.1872,856.2295,1
-208.87158,-156.46399,1
281.63733,65.74121,1
872.588,903.44446,1
0.22052002,594.7866,1
194.31311,-255.79376,1
141.95825,483.7129,1
-597.98083,-112.07196,1
-908.18964,550.47925,1
271.8462,700.8434,1
-686.773,238.72498,1
184.82898,230.11938,1
-185.36877,169.16174,1
-36.78418,367.8004,1
430.90613,-322.44385,0
967.6222,141.75012,1
562.037,671.3927,1
-519.03955,263.54004,1
-330.73712,-751.35986,0
-905.4609,-544.1964,1
49.794434,-304.13177,1
63.675293,536.6577,1
194.35864,-280.70874,1
414.62244,-243.63147,0
-622.46747,-938.8559,0
961.5648,461.51953,1
-960.96466,15.12323,1
-668.1173,-195.4859,1
-15.155518,-221.54608,1
599.8508,921.3275,1
470.21228,-935.52765,0
193.37683,767.99744,1
822.3562,948.4403,1
365.34973,-363.57733,0
-581.19617,530.63794,1
710.6123,262.6167,1
558.07275,-325.3919,0
-38.468628,395.64136,1
-957.4274,-185.24683,1
609.58887,713.0231,1
-860.6844,-373.68445,1
-222.62854,48.53479,1
992.2291,-787.902,0
-795.2102,40.801147,1
-469.4367,384.1123,1
215.31042,-483.7342,0
-548.9082,-395.33307,1
92.43689,-812.3648,0
947.50793,200.23987,1
423.63196,-421.00507,0
518.61804,-427.19598,0
-592.3597,-692.89496,0
-621.4282,697.5681,1
-991.87964,-691.28174,1
595.5139,-647.2291,0
-82.32526,-593.4606,0
761.4719,627.3181,1
-771.0199,-785.30884,0
127.296875,410.8302,1
-881.87134,-527.34186,1
-423.71033,81.794556,1
823.6698,-431.21155,0
-869.4202,-615.62915,1
-294.63275,501.12903,1
952.777,-795.7701,0
-770.102,140.89075,1
855.16235,937.82336,1
451.4265,337.66614,1
80.64038,104.56116,1
838.18884,-858.14764,0
434.1261,868.9485,1
141.92664,218.55823,1
719.99524,-780.1872,0
880.6775,-303.6665,0
252.39038,-843.9524,0
233.42639,-244.34253,1
863.1521,68.00818,1
-233.24585,-855.5292,0
-316.72528,801.3685,1
-415.03204,966.96643,1
-114.50067,982.2865,1
-721.294,534.23267,1
-625.9667,-81.74017,1
-748.6863,-464.83893,1
629.4601,658.82043,1
845.36426,586.55286,1
-883.48193,99.76416,1
490.57263,800.17896,1
-124.58722,207.14966,1
33.81067,647.13,1
-611.9652,861.1249,1
-86.11975,104.8667,1
-156.34637,-694.0266,0
-91.84131,-160.03656,1
-475.6353,741.595,1
-194.82141,-990.388,0
188.76855,-797.0311,0
-453.33832,-842.4658,0
53.0636,-452.0307,0
-865.52155,-364.97302,1
-748.06116,110.23987,1
912.4564,-4.555481,1
-492.64694,-627.3479,0
709.9149,890.4971,1
-858.50555,878.2084,1
-226.74158,-860.67194,0
540.9133,519.0753,1
413.90942,846.40515,1
-287.9737,-669.23987,0
865.3202,711.8423,1
663.89343,967.27515,1
968.75134,7.845764,1
-987.6288,144.45752,1
-3.0372925,87.55701,1
-579.55066,512.4452,1
-823.0902,747.6411,1
272.78125,-345.36597,0
286.9972,-716.4491,0
328.12207,-790.72675,0
81.39099,656.47107,1
1.5896606,-528.8214,0
233.34497,-166.4718,1
399.37012,254.87817,1
-8.549316,67.929565,1
261.68738,-713.17334,0
-192.82886,-346.73096,1
565.56726,-56.842346,1
818.9761,516.3219,1
697.1205,-239.23187,0
-732.1568,905.22424,1
823.77905,-176.64081,0
670.84973,-614.9889,0
380.12268,860.38464,1
-105.97302,370.06885,1
426.62927,695.6875,1
142.60608,503.13086,1
48.895752,-456.06946,0
326.23376,333.02686,1
-64.42944,576.7606,1
258.69556,948.4745,1
-193.55243,-833.0332,0
716.12866,492.77698,1
457.87073,-732.2728,0
504.66772,814.3727,1
-149.19562,-504.6358,0
-622.08435,-99.24396,1
-112.37305,657.8567,1
-103.415344,-801.6265,0
306.906,707.6854,1
-862.89105,438.6687,1
471.12134,396.4171,1
532.97925,170.53662,1
730.499,-730.24023,0
-927.994,-157.98096,1
516.8292,-934.35004,0
-425.3299,979.1543,1
354.33887,64.26233,1
-156.82812,777.4739,1
-429.60577,-512.3431,1
97.74463,-748.2887,0
647.01514,-341.8886,0
-693.7505,981.8733,1
874.8801,-701.98956,0
-234.97595,448.89685,1
254.70972,90.49487,1
-396.5923,-29.303467,1
-563.385,418.90002,1
761.3225,-670.519,0
896.20374,-935.66,0
-571.261,323.8015,1
516.93835,-435.37274,0
937.8119,-316.13263,0
-718.5569,924.03687,1
-337.0796,56.24524,1
-129.83691,412.2622,1
610.8064,-905.86444,0
623.97595,-697.77014,0
-927.5506,-918.0003,0
-451.93274,570.2731,1
-39.721558,-21.615234,1
-182.42426,818.48975,1
-731.23254,-721.6224,0
-408.77423,977.942,1
473.41797,677.1924,1
847.36,-287.3235,0
622.584,158.97644,1
427.495,-131.61975,1
378.54846,839.9984,1
-494.28027,-204.19159,1
-671.2875,662.9568,1
-702.0353,-72.04669,1
514.7124,-130.76953,1
983.3705,601.24805,1
316.7329,68.466064,1
530.68677,-215.0694,0
-417.76263,-320.021,1
405.83813,-880.9822,0
-797.20996,-461.98022,1
-17.5047,-539.8291,0
219.59668,-466.9619,0
885.6914,996.0587,1
977.84436,303.6537,1
469.23047,-87.343445,1
-148.12402,-800.87805,0
160.8341,-414.75696,0
-372.3169,999.65894,1
-495.32254,-687.3114,0
756.15967,-787.92847,0
-610.83026,-274.04498,1
-619.9914,-849.28735,0
-831.46564,-824.4444,0
289.14746,-531.1373,0
169.95068,-360.9486,0
773.9131,323.21606,1
423.72034,-11.510864,1
722.31604,-65.77222,1
362.12366,819.0139,1
-752.94617,947.65466,1
703.3374,463.71692,1
629.9365,-292.29462,0
-230.01459,306.10742,1
435.84192,-680.2113,0
87.59827,-949.5722,0
275.261,-789.0718,0
-733.53894,221.35437,1
883.95483,-211.50763,0
-108.96814,838.4602,1
-59.8089,752.96326,1
-575.6847,-52.859924,1
-645.51227,-361.95154,1
-19.719788,-513.47296,0
643.739,-768.48376,0
-774.38745,836.26025,1
441.05444,672.7147,1
-357.20148,307.78796,1
-805.4032,-772.18787,0
-80.26459,-167.77753,1
673.1516,11.373169,1
-673.229,-854.41504,0
23.123474,-747.0336,0
-399.7243,883.6167,1
-188.90277,-899.92566,0
-927.4452,172.14917,1
738.0637,403.656,1
571.11,-464.63586,0
525.8578,450.29016,1
-44.034668,243.0957,1
853.3108,-815.0935,0
71.97229,579.65906,1
159.0752,110.68738,1
-636.2855,-59.48401,1
-369.97412,757.80493,1
-566.1643,-850.584,0
758.60596,380.2329,1
-578.6855,-62.518127,1
-520.57434,-630.0479,0
-765.5825,137.03333,1
84.88696,-229.55347,1
393.76074,-183.22693,1
-128.44727,-773.5335,0
524.1172,-678.7125,0
783.4365,-275.39032,0
-620.6949,976.6406,1
-804.6615,-440.6468,1
692.7029,85.16968,1
-581.19116,101.74609,1
-883.3681,-243.58081,1
515.2737,153.04846,1
-952.9437,107.47632,1
-434.69214,-66.81506,1
225.75085,-585.1992,0
-330.00317,83.954346,1
-329.7096,910.96875,1
-350.2212,459.5193,1
702.91785,93.5813,1
658.11487,931.77466,1
-367.44818,-350.089,1
741.786,-44.226807,1
989.8961,399.6941,1
-243.43219,220.4657,1
-876.18054,-980.1994,0
-13.508118,352.5885,1
-562.12823,738.34143,1
316.84888,-653.387,0
579.0138,-327.8949,0
-124.45239,161.24548,1
-513.6667,-969.9623,0
684.3944,753.0482,1
365.72705,16.814697,1
51.309692,710.328,1
377.23193,-55.62439,1
186.45532,-394.48322,0
-895.11096,795.62524,1
839.69434,-798.152,0
-275.26947,-716.67065,0
633.7623,-269.78937,0
-805.3206,308.5642,1
206.9812,594.6389,1
760.8573,-353.09454,0
-718.70306,69.977295,1
607.9994,676.87036,1
335.88074,822.8336,1
-422.6255,13.955688,1
-306.51782,417.0183,1
533.8168,24.941895,1
516.1765,357.2367,1
184.17566,370.96265,1
-540.8952,-320.11035,1
932.6931,-35.835876,1
-454.7458,-382.5943,1
-295.47638,-978.3875,0
201.281,442.61584,1
576.81067,261.42883,1
-666.1671,242.25171,1
527.4426,709.96533,1
-172.22137,73.73157,1
644.8074,-924.8401,0
-87.79315,726.97437,1
737.5747,190.03772,1
-532.9913,-856.9386,0
-558.2665,-358.3451,1
532.31384,-565.8589,0
642.8159,374.60754,1
34.99817,404.0531,1
314.44482,794.55774,1
60.94104,486.72534,1
-279.9577,696.05664,1
-121.34381,99.47339,1
-667.2596,-799.72736,0
359.38,550.9144,1
799.23975,-187.93958,0
-559.3523,-151.71906,1
-193.43793,-307.86572,1
844.84644,-983.4987,0
806.3496,-711.06006,0
-608.8147,-128.51001,1
-790.4357,586.14355,1
928.9729,582.671,1
-114.8573,-604.5132,0
-827.94727,814.83325,1
579.37,-638.9148,0
-471.30927,-243.00403,1
-781.5667,640.0742,1
-601.82764,-73.95831,1
964.8225,585.8362,1
-655.1887,-724.54944,0
368.948,-816.1323,0
62.02942,-155.45142,1
-9.452454,476.6798,1
103.62073,951.26025,1
-539.841,762.94495,1
986.2639,761.43506,1
109.13696,967.43726,1
-543.20074,-39.605164,1
17.396301,252.14148,1
-530.254,-792.5741,0
611.26746,675.2285,1
734.9784,71.52075,1
789.55115,503.43115,1
572.44385,-773.2499,0
-35.93402,644.67566,1
-749.7516,-171.77655,1
-628.3187,591.6555,1
-15.602051,194.67847,1
-451.96527,-746.6379,0
-657.0719,191.31213,1
948.8341,100.41443,1
-75.884705,36.54956,1
362.84875,-838.6423,0
867.91064,649.02124,1
-18.603455,580.9303,1
-988.306,-893.901,0
772.3373,-312.37512,0
315.89612,-697.08057,0
-847.7137,-183.30139,1
-438.00732,480.901,1
-141.03699,496.11646,1
264.82483,937.3385,1
396.29663,-973.26355,0
243.15576,932.7385,1
-541.89014,974.37866,1
-643.1765,-419.86395,1
-668.09344,-359.75708,1
545.80774,-669.28876,0
442.49402,187.47192,1
-504.0244,562.6034,1
915.8696,775.48303,1
8.229492,-265.10352,1
-672.991,790.0205,1
-537.76917,-413.66864,1
640.8933,-944.2927,0
-357.17255,938.3733,1
-235.6828,779.20557,1
636.7638,804.84705,1
96.72217,894.9204,1
-490.78958,715.4243,1
1.5023804,-528.4877,0
-965.9042,427.83276,1
214.93591,-113.689575,1
879.18445,-466.27405,0
-131.90747,586.0454,1
336.29126,855.7412,1
17.777222,426.15308,1
-61.020264,988.34106,1
-634.23096,-182.7768,1
-875.45703,852.6189,1
-808.68115,-794.0,0
474.02075,715.32556,1
-569.92834,779.6653,1
3.4561157,-235.05121,1
-696.715,705.9675,1
-518.4464,42.76172,1
-65.58661,-291.9157,1
813.34644,294.32715,1
985.838,-678.0643,0
156.44214,-862.96936,0
625.86194,831.7855,1
903.6444,-740.52905,0
-804.55493,902.13745,1
228.99023,549.0559,1
-281.75574,861.5708,1
827.53,-172.71521,0
-134.71252,-610.1011,0
790.1371,56.846313,1
-778.4614,-557.8042,1
-365.96014,263.04236,1
779.8386,978.8097,1
162.34363,530.90735,1
638.0669,-727.42786,0
-448.78668,724.3297,1
831.7086,-920.6034,0
371.32446,26.844116,1
-76.52362,-648.95996,0
470.8877,577.5974,1
-776.4232,-376.12476,1
-569.2418,-287.6905,1
-671.32404,-264.8952,1
647.8424,-382.11157,0
44.563477,-902.0794,0
11.2196045,570.6804,1
696.9719,409.6947,1
606.0969,352.16528,1
-663.0408,-627.6355,1
-86.07855,-77.76099,1
411.71753,771.7512,1
-427.32562,-20.952026,1
-901.37823,92.63257,1
-80.42255,645.6715,1
689.78687,738.9652,1
259.14258,-802.22327,0
-833.64484,-116.26764,1
-917.29913,482.69617,1
416.1869,990.47095,1
311.24792,-520.7909,0
425.5829,128.60645,1
41.64966,-691.3662,0
-784.88074,347.31042,1
-753.0499,931.667,1
-708.3729,-422.33838,1
-585.2688,751.73425,1
952.80554,800.4818,1
203.17468,-605.5554,0
-92.09314,547.2877,1
852.67944,-955.93146,0
-632.61316,-805.61884,0
311.59314,-108.210754,1
-993.6321,-34.82184,1
817.81616,486.80225,1
-978.78827,-926.5455,0
23.74353,80.169556,1
875.45667,-979.7351,0
-339.79077,-587.33923,0
-729.1762,699.86926,1
205.80457,-178.3587,1
380.9502,-324.9203,0
-938.85876,-971.60077,0
-550.0375,-249.98163,1
323.33643,-483.8753,0
484.95496,798.35486,1
-585.8008,20.090332,1
-39.111084,-302.32904,1
-463.70148,325.40515,1
-791.61206,-824.3238,0
-785.70013,304.04187,1
469.349,-608.4199,0
-975.3414,-78.32916,1
-517.74915,-844.00073,0
-975.03937,-193.84418,1
898.4872,-164.63843,0
364.90588,-106.60199,1
-166.98901,-808.15674,0
-905.86816,652.54407,1
-582.9767,677.45557,1
-722.2212,-558.6021,1
347.40125,30.973877,1
188.89954,-345.7904,0
117.003296,-581.0166,0
567.5221,497.83716,1
861.95166,-182.61224,0
-280.62598,468.60938,1
-423.56085,847.31323,1
572.984,-98.955505,1
822.5641,-140.58875,0
-277.9256,-679.09247,0
2.147766,703.1454,1
-49.13275,758.916,1
759.44434,-677.2739,0
-226.87628,667.7357,1
-851.8963,88.93103,1
111.44568,-366.26862,0
-177.29688,-393.86572,1
401.56543,-313.7309,0
-295.38416,-373.5636,1
-872.941,681.19385,1
323.93713,-342.12524,0
-926.88513,971.433,1
-646.35706,871.2648,1
-566.301,376.50647,1
729.1067,-9.695923,1
-685.3428,-675.9485,0
-814.4416,992.1494,1
145.99805,960.2969,1
-951.98376,-349.24597,1
49.80603,-987.24805,0
672.6787,-777.1706,0
-694.0657,-762.797,0
-934.28217,906.3788,1
715.83264,392.4353,1
-105.134094,94.32019,1
-114.434875,-140.0672,1
361.14246,900.8031,1
232.28125,-737.8723,0
212.51904,955.3933,1
-135.89923,731.60974,1
-441.7223,40.38562,1
391.58044,845.02344,1
-917.73535,-210.92383,1
-800.368,659.2174,1
755.2009,-632.09155,0
741.9641,773.53357,1
-789.3394,-167.01575,1
-984.17676,-109.04578,1
-423.71887,-318.49408,1
533.0149,-37.84851,1
741.225,11.30011,1
823.88403,670.3135,1
-207.13708,-343.35474,1
-205.85754,750.9486,1
-329.89697,686.2086,1
100.131226,-560.30225,0
-42.2558,728.97144,1
116.30786,202.51208,1
185.6831,736.6046,1
-960.54486,826.38293,1
-1.2401123,995.82935,1
207.30823,935.1378,1
-872.5229,471.88208,1
-194.9997,43.643555,1
216.78528,894.2742,1
-209.06683,375.09045,1
-740.4256,-611.38007,1
94.37598,839.8508,1
-366.52966,-86.615845,1
-79.69336,-189.25623,1
553.9844,277.9745,1
-657.2938,628.3574,1
-865.9819,98.68799,1
275.724,-868.5871,0
-820.82043,-308.406,1
382.83386,930.9813,1
-649.6804,606.51807,1
517.301,-366.30817,0
389.14966,-726.1348,0
-117.00903,-232.10022,1
-270.24286,66.10364,1
-737.25714,-221.8919,1
8.283508,968.30505,1
-617.7542,-873.2322,0
-265.0094,7.2157593,1
760.54834,-721.09265,0
-292.61414,-394.08765,1
-755.9574,-856.1279,0
-379.96448,-888.82446,0
-171.03741,-590.2195,0
-233.85345,883.287,1
348.1433,-869.8658,0
727.94946,543.0409,1
130.98682,-91.6546,1
-482.62872,-761.6655,0
841.286,74.77429,1
-244.5639,-877.2193,0
-644.2378,-637.80365,0
168.28796,631.36584,1
-233.12915,-240.55103,1
-70.31848,-406.74774,1
-623.3624,459.333,1
-805.75977,-260.596,1
-106.01251,115.67505,1
542.734,-257.20837,0
-43.766296,-14.217712,1
0.08227539,-428.48828,0
566.09534,958.3519,1
788.7407,640.2318,1
-931.18207,-46.775818,1
-955.4152,12.953308,1
-110.32953,728.1952,1
349.35254,740.16003,1
-589.6991,739.4363,1
-876.8322,306.0,1
83.12952,-624.10657,0
-327.38843,-883.7745,0
-833.83295,-375.63312,1
4.2698364,975.1946,1
306.34546,-979.1977,0
-609.3688,-419.68597,1
-392.34717,604.65137,1
114.66809,-795.1134,0
-208.93335,516.98584,1
821.38354,-54.6037,1
586.4844,-130.61707,1
-530.9391,176.84998,1
592.5509,559.4198,1
-0.09411621,-810.1321,0
-501.51266,-180.04877,1
539.22546,-624.20374,0
-217.27118,463.16797,1
184.23767,-218.81006,1
-213.61926,-983.23956,0
258.0636,-629.4038,0
-594.79266,248.34583,1
281.4026,916.6438,1
-447.9312,-64.36041,1
853.84717,-920.97815,0
-987.57324,163.68152,1
-861.25397,939.0133,1
-651.25867,916.7584,1
-290.0235,23.820862,1
105.283936,281.4879,1
145.94238,-314.99402,1
723.0973,-811.1399,0
945.5641,587.9376,1
295.53296,-703.13983,0
-907.0167,24.22522,1
-421.99805,351.62402,1
-87.84424,-223.30914,1
-488.72232,163.90686,1
729.45984,346.50842,1
925.8915,198.97095,1
301.9021,494.7235,1
-934.1334,701.83154,1
-29.548462,255.43958,1
103.237305,-733.8773,0
62.492554,845.53406,1
910.5045,-196.32465,0
194.3335,225.85352,1
16.382202,983.2301,1
814.1654,461.40393,1
890.8915,380.53137,1
-422.1834,483.14062,1
489.06152,818.38,1
-35.896362,-628.46674,0
328.2035,674.04846,1
913.5292,862.1649,1
281.9204,292.79443,1
-786.4668,-583.80334,1
744.7261,70.02991,1
855.4575,-96.38818,0
854.34216,251.03638,1
-347.1673,714.7322,1
-945.5465,45.94629,1
-962.4455,-54.42865,1
-561.1033,269.0304,1
139.96802,195.1759,1
-961.03326,-614.82935,1
10.828613,-531.8235,0
-501.27438,-417.28485,1
157.56616,-306.64557,1
-571.098,-709.2506,0
-555.77136,449.10364,1
-861.82715,-579.8625,1
843.937,-370.75232,0
-588.6775,531.5231,1
534.6334,987.7506,1
536.9756,-880.1985,0
393.36035,768.4352,1
883.3065,-746.593,0
-928.73846,-44.095764,1
-21.67273,918.0847,1
520.9457,-923.5629,0
-727.9369,588.6461,1
99.81152,932.70886,1
541.1244,788.53503,1
-812.61847,-826.2356,0
-758.1111,-304.14313,1
-368.3526,-818.25024,0
26.711426,-784.14136,0
-721.116,399.4884,1
108.27893,363.66528,1
-656.6615,-71.93707,1
-809.5648,287.41455,1
-562.3419,-8.856079,1
279.5016,-189.24127,1
711.8706,692.8845,1
-151.67993,-14.97522,1
-261.81494,388.77783,1
545.954,815.1605,1
-469.16333,943.9519,1
929.1793,-940.0843,0
-595.3542,170.95569,1
537.60645,805.5394,1
252.92285,819.16833,1
-957.5272,373.60095,1
264.7965,630.5386,1
-830.14856,47.369873,1
104.000244,-818.5543,0
632.2239,-912.47986,0
135.60498,498.04346,1
398.06714,-443.24896,0
-585.86487,-237.46484,1
-712.6908,584.2434,1
835.964,-179.60168,0
101.21069,-125.298096,1
-889.16797,653.66077,1
278.4325,-496.94193,0
21.79065,502.90637,1
414.7517,334.74072,1
819.81946,900.766,1
892.0956,-227.2547,0
538.8274,-477.7707,0
333.25854,956.5636,1
-481.30737,462.18835,1
-368.12097,24.363403,1
-511.54517,-681.79456,0
-97.04938,-401.36548,1
-811.27496,286.57263,1
-142.65515,-733.15234,0
-298.17023,372.31128,1
-175.46948,-497.50137,0
410.16187,-231.16467,1
-69.126465,208.24036,1
817.6616,-519.41736,0
786.6045,861.63196,1
-653.69366,-658.0052,0
442.7484,105.36304,1
-341.0619,-271.19403,1
-649.992,547.6394,1
61.713867,462.67688,1
-415.19995,-475.25623,1
103.91455,677.7919,1
-296.65363,626.6144,1
619.8036,-251.8899,0
242.92126,-102.38837,1
-853.32275,-233.45465,1
-889.93567,798.4713,1
-94.796814,522.423,1
878.7683,-748.2288,0
342.5963,441.14307,1
-632.64453,392.0653,1
616.13574,-469.9447,0
770.9584,3.1695557,1
333.97632,-982.86865,0
-902.774,48.90918,1
372.16455,-925.904,0
686.07654,-810.0323,0
651.2218,783.25806,1
190.02368,-271.69672,1
-617.3937,-662.639,0
549.80505,31.930054,1
-515.1732,354.3485,1
220.74512,166.68665,1
-379.07513,144.02185,1
188.4873,197.94312,1
623.5023,-218.85956,0
-841.56555,-575.9729,1
950.421,-80.40088,0
-288.56146,664.47705,1
-746.24554,424.88916,1
-811.0154,650.0575,1
146.52673,107.13281,1
604.3164,-452.19806,0
816.2239,-895.4442,0
971.6548,-296.82556,0
-738.9811,-202.65839,1
-896.1369,-207.22882,1
-385.89764,-475.6092,1
149.61609,-245.18982,1
273.46558,-169.41626,1
-75.66693,100.98535,1
368.9359,489.72607,1
434.8385,512.09106,1
-524.78516,128.43286,1
905.91675,981.1481,1
419.1277,918.7865,1
87.63013,191.59412,1
-468.7599,512.6798,1
-344.52588,304.4265,1
756.4551,158.33606,1
-888.85657,877.015,1
-334.84448,-230.42578,1
-250.10901,-752.3701,0
595.9099,610.9674,1
981.15894,393.55945,1
912.71216,217.11755,1
572.369,7.017273,1
674.1792,181.8518,1
-768.54,331.8711,1
-110.91272,-466.7793,0
-648.0368,-834.4517,0
972.0724,552.75757,1
-284.8886,354.30774,1
-984.7178,102.537964,1
476.67883,-903.61176,0
-943.7848,-208.84735,1
-138.04724,-583.621,0
-351.06323,639.79065,1
-349.55914,285.48083,1
-264.68445,302.20215,1
752.62146,-963.84283,0
-935.12354,-652.6078,1
964.24695,-43.9989,0
-773.681,-368.52582,1
329.41467,244.47424,1
730.70386,365.18762,1
-548.181,877.49963,1
-474.23645,126.166626,1
564.3075,348.7185,1
-177.2547,-229.88013,1
200.06238,742.5532,1
-818.3523,-37.334656,1
-95.56665,143.04053,1
427.6676,-116.36493,1
-415.35046,993.7318,1
-838.877,548.25024,1
815.34595,697.78455,1
-624.92444,-855.3602,0
701.03577,483.69543,1
-990.6751,-195.24323,1
742.37,-639.04504,0
146.40381,-694.17725,0
-438.77606,-148.76636,1
994.6537,-657.9895,0
-689.64386,-895.4683,0
805.4148,211.15295,1
-873.4124,996.06067,1
435.81775,28.84253,1
-917.8487,-151.55334,1
395.61597,912.36694,1
747.067,535.1763,1
905.9525,969.50146,1
-303.90216,895.03406,1
749.9081,382.25867,1
-922.95087,623.6079,1
-490.87286,-606.7263,0
-297.127,106.76672,1
-842.2219,-417.4179,1
-961.7551,-977.6556,0
-75.44977,-534.87695,0
921.98193,-39.909607,1
-164.65259,-855.61755,0
-100.124084,796.2754,1
-586.2099,525.1648,1
638.2167,-891.8291,0
643.59045,-581.43506,0
46.48401,524.94714,1
486.31897,-235.21594,0
-541.6071,585.3629,1
0.03338623,154.51685,1
503.6737,408.94897,1
418.6947,847.21277,1
-851.32153,286.21594,1
-570.75244,-435.4079,1
-207.8963,154.74182,1
322.69434,480.37708,1
-727.1758,-148.17102,1
-302.5506,-967.72534,0
-819.96356,-979.2586,0
-42.292297,-550.1721,0
-48.388855,596.3662,1
976.5188,221.8291,1
-95.23938,907.4696,1
982.709,-880.4336,0
563.82605,-393.45428,0
-17.251099,-152.74536,1
433.19763,-125.415344,1
