%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 4
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute class {0, 1}
@data
-818.42,394.69458,-642.87067,879.84216,0
551.2538,933.8247,243.47339,-38.93097,1
634.9994,858.098,795.67346,902.4977,1
-474.13507,-313.94513,116.19446,-550.7278,1
966.3506,-418.90704,-323.20697,-947.92883,1
-41.10083,-315.3947,506.41724,994.67175,1
101.53247,-38.550232,741.2451,-378.72095,1
-205.7984,-501.2725,-754.0931,-730.3629,0
353.99878,-80.44531,688.7655,267.8921,1
-967.5451,856.71106,190.45605,-332.36578,0
-54.273315,-723.2462,-536.2854,262.4939,1
8.555176,-146.61017,-776.14594,881.1228,1
-894.54614,-440.40082,573.0729,-54.65381,1
-62.335022,181.20789,-951.8887,848.7178,0
-748.0002,-449.68768,-930.403,-162.32617,0
487.7555,-44.842896,-357.24945,766.9243,1
270.48267,403.77502,332.9496,352.67957,1
-363.54926,201.89929,-224.02191,361.7622,0
-610.7568,651.3607,-718.38477,-448.39575,0
-430.0149,-416.6136,-549.4523,115.58923,1
-334.70972,-88.07947,148.41504,890.1427,1
882.0891,425.28882,-332.87085,644.438,1
586.0786,630.2335,-547.5674,-599.4712,0
-169.38696,-379.45312,387.99426,-78.82245,1
-204.56769,-336.76355,-699.83704,-745.39795,0
-90.29669,478.35632,83.83276,-460.18762,0
-548.57324,34.34375,648.6985,153.16785,1
-504.6575,88.901245,746.51025,-283.76758,1
-775.9598,-323.8291,663.7627,486.96448,1
-177.93378,-725.85376,750.58203,-779.27466,1
440.38904,481.97424,805.40576,-285.4511,1
48.66992,695.00085,446.3728,937.5636,1
385.35852,-513.8823,774.17346,902.41406,1
670.71606,-814.83136,-132.5625,246.98047,1
265.44104,493.88196,-49.43805,872.6499,1
-962.3429,881.9928,435.21436,-75.15588,0
843.5952,980.9259,460.5714,-96.538574,1
-767.6157,224.61218,-956.31805,-244.65302,0
252.93872,-417.28577,500.1714,-572.14526,1
-928.9843,389.73914,-593.1654,-447.98157,0
997.0846,-5.7767334,-948.5116,675.80554,1
-519.26324,-764.6291,51.787354,782.37537,1
-355.06213,-399.7622,-376.46875,-294.77905,1
13.504028,-677.25037,840.32324,491.52405,1
-772.2385,-343.44904,-849.7363,767.00793,0
753.42676,-913.1188,401.6952,-279.97626,1
846.3251,342.38025,678.839,449.5609,1
-624.36316,725.9259,-640.504,-888.6747,0
-504.05026,504.31165,980.808,-452.02002,1
614.46094,879.77405,735.40796,904.09863,1
-382.73877,412.08435,719.11304,103.33435,1
-101.29315,668.1188,-587.3561,-995.2411,0
380.46204,346.52954,-696.3194,-442.71875,0
-588.12317,158.33777,-958.1052,-664.49304,0
-789.0613,339.974,-931.5745,467.35413,0
-664.88043,833.4977,-727.4066,-846.80664,0
564.0126,889.4232,-97.52203,728.2324,1
-469.26538,130.79346,692.30835,534.3214,1
-543.35034,962.83386,-31.552185,-255.69537,0
-575.9597,620.7333,-642.91943,-278.5003,0
-236.05865,118.79114,640.536,498.83875,1
341.41943,897.3845,-704.4855,526.6575,0
-211.83289,59.90039,295.30847,-34.928528,1
-937.6467,-250.00873,-130.56317,486.33545,0
108.253296,-559.79126,87.94336,804.5276,1
-156.74219,-313.7235,-626.0652,964.3635,1
-782.56036,246.96594,-653.23645,-202.11438,0
670.93396,377.7406,759.5874,897.24023,1
956.96704,577.0394,718.869,953.69727,1
3.4451294,-902.729,-140.29883,377.52332,1
253.59692,-871.70465,-300.32062,-259.72192,1
756.2334,-280.6278,-994.6371,770.5459,1
168.77795,-773.743,-320.7992,-613.9215,1
791.28735,353.33142,-588.8767,559.771,1
-232.73096,706.3551,137.82837,693.8485,0
-332.8249,179.63135,214.12207,616.0956,1
813.0337,472.0808,124.49756,-686.09033,1
-92.24689,559.9214,549.46826,-913.58203,0
-199.78247,-950.6455,-350.00354,921.8456,1
-452.6353,-9.137573,-455.31177,596.7793,0
327.02087,957.42346,128.25256,-754.07666,0
-789.6597,972.1553,-383.94708,965.39404,0
-679.72046,-783.40027,-501.596,389.56006,1
-517.38824,-640.93384,949.598,-879.1206,1
-881.43396,813.1516,160.47107,-605.8551,0
833.2539,-730.2378,-450.35126,420.99854,1
-78.37598,441.66077,357.4381,-512.4696,0
843.7644,-882.23114,-262.3379,67.22864,1
2.8966675,839.8616,484.1991,-189.53381,0
470.32043,573.3496,-477.30127,-862.43933,0
-175.14398,889.70496,-543.16113,-356.81726,0
751.12195,479.24707,-963.4757,-675.7357,0
-451.32715,67.55127,-833.15137,673.3439,0
-304.77954,774.5127,-809.64417,-718.44855,0
176.56519,-243.68878,97.420044,-124.59729,1
918.2593,-36.166992,94.49182,67.24878,1
-890.8969,634.30896,196.28638,-86.31885,0
-275.84857,-521.36584,806.82056,753.14246,1
-865.01294,435.03442,615.5303,-266.5481,0
337.59546,330.44934,558.52954,941.9009,1
33.253418,-175.79486,81.399536,115.03247,1
-434.57697,604.2528,488.7273,-467.83142,0
-454.28156,-35.54962,776.9369,886.2046,1
-105.40643,-387.92792,-979.2124,677.1399,1
977.47546,-162.0708,-879.75824,988.27185,1
-465.3542,-972.80914,513.2301,381.9275,1
-816.7457,-102.80353,-678.8259,-908.93335,0
-587.5802,-180.74493,-682.0497,-314.963,0
-802.54016,-885.3723,99.31213,952.2207,1
-373.13715,310.59534,-121.3902,869.2605,0
265.6975,-999.2839,-554.0208,216.01001,1
371.7301,-825.9226,2.0003052,-352.698,1
535.60205,661.55505,813.1482,-152.91211,1
833.9934,-307.20728,935.19446,767.4458,1
164.7804,-534.1839,612.0408,-105.58185,1
75.770996,101.90393,381.29468,984.5825,1
-896.31946,391.53772,-595.7704,-219.27856,0
407.58948,-667.0454,-913.4071,-158.09662,1
311.2002,-376.96423,-331.94043,-187.25458,1
260.792,-19.04181,131.95483,-791.42413,1
-339.1527,468.2489,-476.8031,-892.32574,0
66.904175,814.5774,561.2395,-981.2863,0
295.26477,166.82971,296.12268,-369.0125,1
-848.2295,-350.29297,-520.43225,-843.0469,0
-313.06866,659.2977,309.37988,541.0812,0
152.27368,-93.22693,-745.7479,-64.052,1
162.8529,887.5619,-222.6112,-464.0343,0
-36.550232,672.0591,951.2001,111.09656,1
151.0542,697.13,191.64111,397.34924,1
723.8108,583.37415,-360.39685,-122.18848,1
-93.314026,911.31323,78.0874,427.4231,0
846.6886,360.3744,-302.27484,796.6481,1
-24.441772,647.74146,-490.47034,-26.340637,0
605.411,-700.1507,752.60156,-908.4011,1
-847.0873,-552.4994,255.82959,736.93286,1
-719.87573,-443.71234,-613.53815,-733.128,0
-804.75244,287.20374,954.749,58.282104,1
-625.92786,528.03296,242.68884,-512.5378,0
43.005737,44.309937,-813.7689,879.61975,0
-92.85266,169.34338,664.12634,668.82874,1
-188.05914,486.00256,832.93677,-426.2948,1
-705.4754,548.6665,-503.45282,-279.00818,0
310.97144,-648.0602,-390.15082,338.69373,1
818.1896,-526.5567,-809.9037,-107.63849,1
-655.6625,-398.81104,145.75684,-647.4277,1
199.17627,501.7522,831.5189,-341.3908,1
-444.12854,-606.3408,499.43066,382.79602,1
-721.676,161.10706,239.98755,101.89636,0
73.195435,-123.657715,493.30408,46.43689,1
313.36816,-305.2798,-240.65979,-774.2276,1
-290.34216,344.67688,747.4729,-583.8418,1
-99.82324,-844.4553,879.54285,151.05322,1
981.82227,849.3463,-203.17786,-832.6737,1
25.943604,168.40686,-679.81354,637.9944,0
700.3196,818.82385,-825.9022,-38.427185,0
262.15356,180.54199,708.83435,-119.92938,1
-608.122,767.97754,841.7323,262.1194,0
-394.87054,-479.15338,-512.9702,-985.32635,0
310.34167,663.0476,-144.76282,276.1775,0
971.9761,-911.84174,176.77722,296.04248,1
-705.50867,-986.6936,-359.02344,-780.2634,1
-140.26996,988.8762,640.30994,375.73682,0
-769.52167,-740.28094,-228.86816,-399.9489,1
-824.4674,944.23645,-534.0438,-364.0327,0
-623.3126,530.9098,618.67224,711.1422,0
745.6334,-212.44922,112.916504,21.094666,1
308.83606,336.75305,-224.8576,37.622192,1
511.04065,-128.27393,947.7649,312.6101,1
-256.87134,-730.1022,-385.92065,-237.84064,1
917.63,707.37305,805.4852,292.91003,1
995.2717,285.53967,-117.1272,71.8905,1
508.52197,651.8185,207.85779,-256.82336,1
333.16833,-370.2481,-294.12024,-540.9022,1
-773.4554,-30.665466,872.00525,720.67834,1
-18.898926,986.6892,-118.393555,711.4602,0
434.58997,-917.1056,641.91394,60.800293,1
33.21582,914.97546,856.7704,-212.80695,1
-838.3204,337.7704,-524.2604,-450.87927,0
-965.87836,143.58911,260.05457,-729.61316,0
582.55005,97.284424,621.7136,-291.1585,1
-515.58484,-202.44244,378.3672,601.85986,1
-761.42847,491.0249,-384.54144,-351.11035,0
-971.05347,123.773926,458.41748,-219.1648,0
7.812134,635.8413,231.5282,-82.000854,0
585.63525,-212.75159,-783.5769,-267.24377,1
332.05994,-350.0691,-978.01575,-189.91315,1
-827.34827,308.10693,-561.24194,-961.449,0
-291.38428,280.3263,574.8207,-933.76465,1
-308.22607,709.64844,-943.6427,-779.33875,0
954.6687,464.10168,125.04944,418.594,1
425.73535,-52.22455,-424.31256,-718.85547,1
252.06763,643.60535,651.2606,-78.487976,1
-492.62708,-807.8916,-750.9021,687.1654,1
-519.7001,-843.9658,90.467285,515.2156,1
118.39014,529.0973,867.36414,499.1864,1
845.4917,517.66064,804.05066,767.34045,1
675.5464,-842.55695,557.2363,837.1721,1
313.2401,-76.973755,-72.38519,-762.36523,1
762.0869,646.14087,466.80457,-619.8828,1
853.0919,-220.58716,-262.43408,-588.8574,1
62.2218,-674.54266,721.495,94.21362,1
-997.5205,596.90515,-332.77234,645.1813,0
56.472534,381.15686,533.5071,-115.03247,1
757.92737,-945.6437,105.30493,-924.57404,1
735.69275,722.2843,847.50696,-631.42206,1
-698.6573,561.56934,609.50867,926.4121,0
-908.4208,192.82324,-594.6126,457.89246,0
-430.80035,138.00708,-331.84558,-828.2298,0
641.485,-802.46375,-387.09198,-41.75128,1
-827.5669,-71.657715,-357.4525,989.5043,0
-254.65411,-687.69727,-908.9725,868.5176,1
-325.14734,175.1626,-977.03424,-42.37372,0
972.53455,-50.732056,294.74158,-417.34198,1
737.8889,969.13916,631.05457,-564.5394,1
276.45325,647.11145,82.23694,-312.90247,0
139.48608,596.97534,901.44434,75.92859,1
-765.3213,-943.2474,-382.8238,-450.7492,1
-825.0478,807.44556,-124.59448,914.1279,0
112.4707,-807.1984,486.92554,-607.5127,1
-552.42004,-184.16266,39.350708,-22.481201,1
7.458679,-978.92957,-580.4648,52.863037,1
-443.14978,367.10938,640.99963,863.0276,1
833.31555,952.4562,482.29028,112.9259,1
692.03186,678.0781,616.0155,226.3833,1
400.2356,-686.4909,144.63867,607.91077,1
638.989,578.9447,-242.06982,-371.00195,1
350.02502,-636.0036,-911.68646,999.63257,1
208.00818,-325.52472,264.1654,-312.2978,1
-796.3807,931.77747,-852.54114,613.39355,0
590.45996,845.1478,-709.03284,972.6511,0
-721.159,235.30005,261.57385,233.21545,0
652.1052,908.57654,-349.9375,598.71094,0
736.208,-35.96875,824.0868,-949.2914,1
-329.14105,761.5271,279.85303,-44.36023,0
510.6067,187.13538,-690.6299,662.8926,1
-473.17438,-177.16425,623.9563,-477.62518,1
386.6421,-839.28827,-438.98743,314.27844,1
852.4169,97.54382,-450.0901,-789.26154,1
975.47644,-396.09576,624.15674,78.526245,1
150.36511,-317.4397,-59.15271,-816.12415,1
850.9701,514.19604,504.7174,-825.0089,1
-612.55554,34.16638,592.96106,594.7366,1
